"id","abv","brewed_at_id","brewery_id","calories","description","ibu","img_url","mean_rating","name","num_ratings","overall_rating","retired","seasonal","beer_style_id","beer_style_rating","url"
"2,295",10,,173,300,"A unique new beer from Allagash, Allagash Four; a one-of-a-kind ale made from four malts, four varieties of hops, four natural sugars, and it's fermented ?? that's right ?? four times!",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_30254.jpg",,Allagash Four,820,98,false,,26,94,/beer/allagash-four/30254/
"2,297",,,"13,914",,"Seeing barrel treatment for the first time, our Belgian quadruple was aged in French oak California Cabernet Sauvignon barrels yielding a highly quaffable beer rich in vinous character.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_407037.jpg",,Voodoo Quadfather Aged In Cabernet Sauvignon Barrels,47,98,false,Special,26,93,/beer/voodoo-quadfather-aged-in-cabernet-sauvignon-barrels/407037/
"2,298",10.2,,"11,957",306,"Cherries have a long history in the Belgian brewing tradition, and they give our favorite quad a new layer of complexity. Deep, malt-forward flavors of dark fruit and cocoa combine with the bright cherry character for a rich and decadent take on the robust Belgian-style ale.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_400627.jpg",,Sierra Nevada Ovila Quad - Cherries,49,98,false,Special,26,93,/beer/sierra-nevada-ovila-quad--cherries/400627/
"2,328",13,,"6,027",390,Pannepooch Reserva is a blend of Pannepeuch and Pannepooch,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_236176.jpg",,Hair of the Dog Pannepooch Reserva,73,99,false,Special,39,99,/beer/hair-of-the-dog-pannepooch-reserva/236176/
"2,376",6.5,,"8,522",195,"Bold and bright, our American Red Ale bursts with Pacific-Northwest hops balanced by a blend of caramel and toasted malts. Kettle hops: Cascade, Crystal, Mosaic, Chinook. Dry hops: Cascade, Crystal, Centennial, Citra. Malts: 2-Row, Vienna, C-75, C-120",70,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_103450.jpg",,Marble Red Ale,143,95,false,,59,99,/beer/marble-red-ale/103450/
"2,378",5.6,,"1,381",168,"Simcoe hops sing loud and proud above a complex German malt bill, both experienced through a delightful burnt orange hue and a 5.6% abv.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_291999.jpg",3.69,Bissell Brothers Bucolia Ale,39,94,false,,59,99,/beer/bissell-brothers-bucolia-ale/291999/
"2,319",11.5,,"8,828",345,"The inspiration for this beer's name??previously, La Maitresse du Moine??is the beer itself. Its deep, intense flavors inspired the concept of a monk that seeks solace and satisfaction from the sensory pleasure and mind-provoking effects of this liquid temptress.
 
Mesmerizing Monk's Mistress seduces your senses at first sip. Its daunting beauty and intriguing flavor fully captivate your attention. Belgian yeast adds character and complexity. We invite you to give in to this little bit of ??heaven on earth??.
 
While Monk's Mistress Special Dark Ale accompanies a wide variety of dishes, it is also a lovely and engaging beer to keep you company.
 
Submit. Surrender. Succumb.",13,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_22463.jpg",,Midnight Sun Monk??s Mistress,515,99,false,,39,100,/beer/midnight-sun-monks-mistress/22463/
"2,320",9.7,,173,291,Allagash Four aged in bourbon barrels with strawberries.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_69525.jpg",,Allagash Avanc??,147,99,false,Special,39,99,/beer/allagash-avance/69525/
"2,323",10.5,,"7,017",315,"Our strongest Belgian ale with hints of dark, dried fruit hiding a warming alcohol content, aged in a Cabernet barrel for 9 months with wild yeasts, lending a refreshing tartness and drier finish",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_84580.jpg",,Iron Hill Wild Quadfather,68,99,false,Special,39,99,/beer/iron-hill-wild-quadfather/84580/
"2,327",12.9,,"3,524",387,"This International Strong Dark Ale was brewed with our friends from Belgium's De Struise Brouwers and aged in bourbon barrels. De Struise's deft hand in recipe creation has combined with Cigar City's adroit barrel aging skills to create this monumental collaboration that is superlatively, unquestionably, and indisputably ??Absolutely OK??.",40,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_491585.jpg",4,Cigar City / Struise Absolutely Okay,30,99,false,,39,99,/beer/cigar-city--struise-absolutely-okay/491585/
"2,330",9.5,,173,285,"Interlude- somewhere between the leap and the landing. It's a jazz solo, the riffing, the unexpected improvisation. Rooted in a Belgian theme, Interlude soars from a second fermentation with our own Brettanomyces yeast. Then takes five in French oak wine barrels that once cellared fine Merlots and Sirahs. And then bottle conditioning. In all, an outrageous effort to make a bottle of beer. But then, if you prefer to swing with magnificent red wine notes and funky farmhouse flavors dancing in the undercurrents of a crisp, remarkable brew, then Interlude has that thing. C'est le gout, toujours! It's the taste that is always an adventure.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_52853.jpg",,Allagash Interlude,764,99,false,Special,39,99,/beer/allagash-interlude/52853/
"2,334",10,,151,300,"Bottle conditioned. 
Grand Cru is a dark chestnut-colored Belgian-style Ale with vibrant fermentation aromas of fruity esters and spicy phenols. A sweet caramel malt, raisin, and plum-like character combines with the complex fermentation profile of our Belgian yeast strain and hints of bittersweet chocolate in the finish. Its full body and velvety mouthfeel make for a slow and satisfying drinking experience. Grand Cru is meant to be savored and will age nicely.",17,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_2488.jpg",,AleSmith Grand Cru,"1,187",99,false,,39,99,/beer/alesmith-grand-cru/2488/
"2,337",10,,"11,968",300,"Fat (Bastard) Scotch Ale fermented with Belgian yeast and then aged extensively in Merlot, Malbec and Cabernet wine barrels.
 
 
Brewery press release: 
 
A scotch ale that is a scotch ale no more. Leaving its Scottish roots long behind in the summer of 2010, the ale adventured out to find its own way. Belgian influences from a host of micro-organisms have soured this once sweet behemoth. 
 
Hints of fig, plum and tart cherries occur naturally; the result of its unique fermentation. Over time, Le Fat has softened and mellowed while gaining refinement and character through extended aging in Merlot, Malbec and Cabernet barrels. 
 
Released on Friday May 25th, 2012.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_194246.jpg",4.07,Silver City Le Fat,15,99,false,Special,39,99,/beer/silver-city-le-fat/194246/
"2,338",9,,"11,372",270,This Belgian style Strong Dark Ale has a tawny brown color and aromas of banana and spice that dominate the initial bouquet of the beer. Lean malt flavors blend perfectly with fruit driven characteristics created by the classic Belgian yeast which fermented this ale. The alcohol content is deceptively smooth just like its sister beer Damnation. Brewed just once a year for a release in January.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_20539.jpg",,Russian River Salvation,697,99,false,Winter,39,99,/beer/russian-river-salvation/20539/
"2,342",9.5,,"12,209",285,"Our award-winning Belgian-style strong ale. Spiced with sweet and bitter orange peel, coriander and star anise. Gold medal winner at the 2001 Real Ale Festival.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_24021.jpg",,Southampton Grand Cru,491,99,false,,39,99,/beer/southampton-grand-cru/24021/
"2,344",8.5,,173,255,"Evora is a golden hued beer, brewed with a 2-Row and Maris Otter malt blend. It was hopped with Northern Brewer, Mt Hood and Sorachi Ace hops. The primary fermentation used a classic Belgian yeast strain. The beer was then aged for 16 months in Portuguese Brandy barrels with Brettanomyces. The finished beer exhibits notes of honey and stone fruit in the aroma. Citrus and oak dominate the flavor giving way to hints of bread crust. Evora is medium bodied with a fruity, dry finish.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_286175.jpg",,Allagash Evora,69,98,false,Special,39,99,/beer/allagash-evora/286175/
"2,351",10.4,,173,312,"Late this year we plan to release a second beer in the Barrel Aged series... a dark, 10% wheat beer. We have been aging a portion of the beer in New American Medium Toast Oak, and a portion in Stainless steel. We will then blend the beers to taste, and bottle condition. The beer will have spent over 6 months aging in the oak and steel at the brewery!",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_43262.jpg",,Allagash Odyssey,571,98,false,Special,39,99,/beer/allagash-odyssey/43262/
"2,381",7.4,,"3,524",222,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_186828.jpg",3.74,Cigar City Citrus Wizard,20,94,false,,59,99,/beer/cigar-city-citrus-wizard/186828/
"2,382",6,,390,180,As complex as the Red Rock Secret Wilderness itself. Imagine fresh snow melt springs running through deep pine forests with brilliant red rock canyon walls surrounding you. That's the scene that this recipe was developed in! Victory malt and caramel malt combine to balance the ample dosing of Chinook hops. A slight nutty character sits on the tongue just enough to make you want the next sip. Enjoy the secret!,50,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_225981.jpg",3.74,Arizona Wilderness Red Rock Secret,20,95,false,,59,99,/beer/arizona-wilderness-red-rock-secret/225981/
"2,352",10.6,,"9,265",318,"An artful creation which began with our HopAnomaly Belgian-Style IPA, enhanced by a 6 month maturation in French Oak Chardonnay Barrels. This version of Hop God is a fascinating, big, bold Belgian-style Tripel hopped in very high amounts to concentrate citrus, grapefruit and floral aromatics in the nose. The addition of Chardonnay barrel aging adds further dimension and oak tannins to an already wonderfully complex Ale ?? bringing to mind tropical fruits and peach. We know of nothing that compares ?? enjoy!  
 
2012 North American Beer Awards?? Silver Medal- Other Belgian Style Ales
 2012 Los Angeles International Commercial Beer Competition?? Gold Medal ?? American-Belgo Style Ale
 2013 Los Angeles International Commercial Beer Competition ?? Gold Medal?? American-Belgo Style Ale
 2014 San Diego International Beer ?? Bronze Medal ?? Other Belgian-Style Ale
 2015 Festival of Wood & Barrel Aged Beer ?? Silver Medal Strong Pale Beer Category",87,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_111922.jpg",,Nebraska Reserve Series Barrel Aged HopAnomaly,177,98,false,Series,39,99,/beer/nebraska-reserve-series-barrel-aged-hopanomaly/111922/
"2,353",7.2,,"8,447",216,"On a rainy fall day in 2009, my five-year-old daughter Zoe and I were wandering the streets of Bar Harbor and stumbled across the Whale Museum. Zoe loved it. Hopefully we do the same for you. Cheers! Our Happy, Hoppy, Amber-Ale",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_120334.jpg",,Maine Beer Zoe,589,99,false,,59,100,/beer/maine-beer-zoe/120334/
"2,355",7,,"13,171",210,An aggressively hopped American Amber Ale sure to crush your skull and liquify your brain,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_368397.jpg",,Three Floyds Amber Smashed Face,96,99,false,,59,100,/beer/three-floyds-amber-smashed-face/368397/
"2,356",6.66,,151,200,"Each Halloween we release this special concoction to celebrate one of our favorite holidays. Deep blood-red in color, an intense aroma of pine and citrus from an abundance of American hops balances the sweetness and rich, bready flavors of this beer's caramel malts. The result is a fiendishly smooth brew that will make your taste buds scream with delight.",24,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_2496.jpg",,AleSmith Evil Dead Red,438,98,false,Autumn,59,100,/beer/alesmith-evil-dead-red/2496/
"2,357",7,,"8,447",210,"Like many of our beers, Red Wheelbarrow (which started out as a pilot batch brewed by brewer Dan Roberts) doesn't fit neatly into a style category ?? think of it as a stronger, more hop-forward interpretation of a traditional red ale. Red Wheelbarrow is not, however, a ??red IPA?? ?? there is robust malt character (think raisin and fig) on both the nose and palate that temper the abundant hop presence (think citrus fruit).

Vitals:
Color ?? Red
ABV ?? 7.0%
O.G. ?? 1.070
Malt ?? Weyermann Munich 1, Briess 2-Row, Victory, Chateau Special B, Chateau Abbey, Briess C-80
Hops ?? Columbus, Amarillo, Falconer's Flight",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_234715.jpg",,Maine Beer Red Wheelbarrow,239,98,false,Special,59,100,/beer/maine-beer-red-wheelbarrow/234715/
"2,358",6.66,,151,200,"Don't spend this Single Awareness Day alone ?? grab a beer! This red-blooded cousin of Evil Dead Red Ale, our Halloween Brew, is a beautiful crimson color. Notes of caramel, toast, and bittersweet chocolate balance an intense bouquet of floral hop aromas that we know you'll fall in love with. The finish leaves a pleasant, full-bodied sweetness on the palate that won't spread angry rumors about you to all your friends like that one time when I was??ohh??uhh??Happy Valentine's Day!",24,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_55758.jpg",,AleSmith My Bloody Valentine,493,98,false,Winter,59,100,/beer/alesmith-my-bloody-valentine/55758/
"2,359",6.8,,928,204,"Red Rocket Ale is a bastardized Scottish style red ale that traces it's origins to our homebrew roots. This full bodied and hoppy brew finishes on the palate with sweet, caramel malt flavors.

2009 California State Fair - SILVER
1999 Great American Beer Festival?? Other Strong Ales or Lagers - SILVER
1998 Great American Beer Festival?? Other Strong Ales - SILVER",67,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_1609.jpg",,Bear Republic Red Rocket Ale,"1,488",97,false,,59,100,/beer/bear-republic-red-rocket-ale/1609/
